"","time","temp","tga","dta","dta_model",""
"1338",1337,238.45,20.24,-7.76,-7.52407000000007,-0.235929999999934
"1339",1338,238.54,20.23,-7.74,-7.60373000000004,-0.136269999999959
"1340",1339,238.85,20.23,-7.72,-7.41034000000008,-0.309659999999924
"1341",1340,238.93,20.23,-7.7,-7.53182000000004,-0.168179999999961
"1342",1341,239.09,20.22,-7.67,-7.51565000000002,-0.154349999999978
"1343",1342,239.26,20.22,-7.65,-7.51392000000001,-0.136079999999987
"1344",1343,239.3,20.22,-7.63,-7.69016000000002,0.0601600000000202
"1345",1344,239.61,20.22,-7.6,-7.49677,-0.103230000000002
"1346",1345,239.71,20.21,-7.58,-7.56273999999997,-0.0172600000000305
"1347",1346,239.88,20.21,-7.55,-7.56101000000002,0.0110100000000175
"1348",1347,240.11,20.21,-7.53,-7.47714000000003,-0.0528599999999733
"1349",1348,240.16,20.2,-7.51,-7.61156000000003,0.101560000000033
"1350",1349,240.42,20.2,-7.48,-7.48662000000005,0.00662000000005136
"1351",1350,240.53,20.2,-7.46,-7.56703000000002,0.107030000000024
"1352",1351,240.68,20.2,-7.43,-7.59268000000001,0.162680000000009
"1353",1352,240.93,20.19,-7.41,-7.45330000000003,0.043300000000027
"1354",1353,240.97,20.19,-7.38,-7.62954000000003,0.249540000000034
"1355",1354,241.19,20.19,-7.35,-7.55936000000004,0.209360000000041
"1356",1355,241.32,20.19,-7.33,-7.61239000000002,0.282390000000019
"1357",1356,241.42,20.18,-7.3,-7.67836000000004,0.378360000000041
"1358",1357,241.73,20.18,-7.27,-7.48497000000008,0.214970000000076
"1359",1358,241.87,20.18,-7.25,-7.52431000000006,0.274310000000057
"1360",1359,242.15,20.17,-7.22,-7.34386000000003,0.123860000000035
"1361",1360,242.33,20.17,-7.19,-7.32844000000003,0.138440000000029
"1362",1361,242.43,20.17,-7.16,-7.42254000000005,0.262540000000055
"1363",1362,242.73,20.16,-7.13,-7.21471000000003,0.0847100000000252
"1364",1363,242.83,20.16,-7.1,-7.30880999999999,0.208809999999994
"1365",1364,243.05,20.16,-7.07,-7.23863,0.16863
"1366",1365,243.26,20.16,-7.05,-7.18214,0.132140000000004
"1367",1366,243.34,20.15,-7.02,-7.27549000000002,0.25549000000002
"1368",1367,243.61,20.15,-6.98,-7.13685999999998,0.156859999999984
"1369",1368,243.69,20.15,-6.95,-7.25834000000006,0.308340000000061
"1370",1369,243.86,20.14,-6.92,-7.22848,0.308479999999998
"1371",1370,244.09,20.14,-6.89,-7.14461000000001,0.254610000000008
"1372",1371,244.12,20.14,-6.86,-7.33454000000001,0.474540000000011
"1373",1372,244.34,20.13,-6.83,-7.23623000000001,0.406230000000013
"1374",1373,244.46,20.13,-6.8,-7.30294999999999,0.502949999999989
"1375",1374,244.59,20.13,-6.77,-7.35598000000002,0.585980000000024
"1376",1375,244.86,20.12,-6.74,-7.18922,0.449219999999999
"1377",1376,244.93,20.12,-6.7,-7.32439000000002,0.624390000000015
"1378",1377,245.19,20.12,-6.67,-7.19945000000003,0.529450000000034
"1379",1378,245.31,20.12,-6.64,-7.26617000000007,0.626170000000067
"1380",1379,245.41,20.11,-6.61,-7.33214000000003,0.722140000000031
"1381",1380,245.69,20.11,-6.57,-7.17982000000006,0.609820000000056
"1382",1381,245.76,20.11,-6.54,-7.31499000000007,0.774990000000073
"1383",1382,245.96,20.1,-6.5,-7.24406000000002,0.744060000000019
"1384",1383,246.13,20.1,-6.47,-7.24233000000001,0.77233000000001
"1385",1384,246.19,20.1,-6.44,-7.39119000000002,0.951190000000023
"1386",1385,246.45,20.09,-6.4,-7.23812000000004,0.838120000000037
"1387",1386,246.53,20.09,-6.36,-7.3596,0.9996
"1388",1387,246.77,20.09,-6.33,-7.26204000000001,0.932040000000013
"1389",1388,247.06,20.08,-6.29,-7.06790000000004,0.777900000000037
"1390",1389,247.18,20.08,-6.26,-7.13462000000001,0.874620000000013
"1391",1390,247.5,20.08,-6.22,-6.92754000000005,0.70754000000005
"1392",1391,247.59,20.07,-6.18,-7.00720000000003,0.827200000000026
"1393",1392,247.77,20.07,-6.14,-6.99178000000002,0.85178000000002
"1394",1393,248.03,20.07,-6.11,-6.86684000000004,0.756840000000039
"1395",1394,248.12,20.06,-6.07,-6.9465,0.8765
"1396",1395,248.39,20.06,-6.03,-6.80787000000002,0.777870000000022
"1397",1396,248.52,20.06,-5.99,-6.8609,0.870900000000001
"1398",1397,248.64,20.05,-5.95,-6.89949000000004,0.949490000000035
"1399",1398,248.9,20.05,-5.91,-6.77455,0.864549999999998
"1400",1399,248.99,20.04,-5.87,-6.85421000000002,0.984210000000016
"1401",1400,249.23,20.04,-5.83,-6.75665000000009,0.926650000000086
"1402",1401,249.34,20.03,-5.79,-6.80893000000006,1.01893000000006
"1403",1402,249.41,20.03,-5.74,-6.94410000000002,1.20410000000002
"1404",1403,249.69,20.02,-5.7,-6.76365000000004,1.06365000000004
"1405",1404,249.77,20.02,-5.66,-6.88513,1.22513
"1406",1405,250,20.02,-5.62,-6.80126000000001,1.18126000000001
"1407",1406,250.18,20.01,-5.57,-6.75771000000002,1.18771000000002
"1408",1407,250.26,20.01,-5.53,-6.87919000000004,1.34919000000004
"1409",1408,250.54,20,-5.48,-6.69874,1.21874
"1410",1409,250.62,20,-5.43,-6.82022000000008,1.39022000000008
"1411",1410,250.81,19.99,-5.39,-6.76298000000007,1.37298000000007
"1412",1411,251.03,19.99,-5.34,-6.69280000000002,1.35280000000002
"1413",1412,251.09,19.99,-5.29,-6.84166000000003,1.55166000000003
"1414",1413,251.36,19.98,-5.24,-6.6749,1.4349
"1415",1414,251.43,19.98,-5.19,-6.81007000000002,1.62007000000002
"1416",1415,251.55,19.97,-5.14,-6.84865999999999,1.70865999999999
"1417",1416,251.81,19.97,-5.09,-6.72372000000001,1.63372000000001
"1418",1417,251.93,19.96,-5.04,-6.76230999999999,1.72230999999999
"1419",1418,252.27,19.96,-4.99,-6.52784999999998,1.53784999999998
"1420",1419,252.44,19.95,-4.94,-6.49799000000002,1.55799000000002
"1421",1420,252.57,19.95,-4.88,-6.55102000000006,1.67102000000006
"1422",1421,252.83,19.94,-4.83,-6.39795000000002,1.56795000000002
"1423",1422,252.94,19.94,-4.78,-6.47836000000005,1.69836000000005
"1424",1423,253.21,19.93,-4.72,-6.31160000000001,1.59160000000001
"1425",1424,253.38,19.93,-4.67,-6.30987000000006,1.63987000000006
"1426",1425,253.49,19.92,-4.62,-6.36215000000004,1.74215000000004
"1427",1426,253.78,19.92,-4.56,-6.19614000000001,1.63614000000001
"1428",1427,253.82,19.91,-4.51,-6.34425000000001,1.83425000000001
"1429",1428,254.03,19.9,-4.45,-6.25963000000001,1.80963000000001
"1430",1429,254.24,19.9,-4.39,-6.20313999999996,1.81313999999996
"1431",1430,254.31,19.89,-4.34,-6.31018000000004,1.97018000000004
"1432",1431,254.55,19.89,-4.28,-6.21262000000005,1.93262000000005
"1433",1432,254.63,19.88,-4.22,-6.30597000000007,2.08597000000007
"1434",1433,254.78,19.88,-4.16,-6.33162000000005,2.17162000000005
"1435",1434,255.03,19.87,-4.11,-6.19224000000001,2.08224000000001
"1436",1435,255.13,19.86,-4.05,-6.25821000000003,2.20821000000003
"1437",1436,255.4,19.86,-3.99,-6.11958,2.12958
"1438",1437,255.5,19.85,-3.92,-6.18555000000003,2.26555000000003
"1439",1438,255.64,19.85,-3.86,-6.22489000000002,2.36489000000002
"1440",1439,255.89,19.84,-3.8,-6.08551000000003,2.28551000000003
"1441",1440,255.95,19.83,-3.74,-6.20624000000009,2.46624000000009
"1442",1441,256.24,19.83,-3.67,-6.04023000000001,2.37023000000001
"1443",1442,256.33,19.82,-3.61,-6.11989000000009,2.50989000000009
"1444",1443,256.43,19.81,-3.54,-6.18586,2.64586
"1445",1444,256.67,19.81,-3.48,-6.08830000000001,2.60830000000001
"1446",1445,256.75,19.8,-3.41,-6.18165000000003,2.77165000000003
"1447",1446,257.02,19.79,-3.35,-6.01489000000005,2.66489000000005
"1448",1447,257.26,19.79,-3.28,-5.91733000000001,2.63733000000001
"1449",1448,257.43,19.78,-3.21,-5.88747000000001,2.67747000000001
"1450",1449,257.76,19.78,-3.15,-5.66670000000005,2.51670000000005
"1451",1450,257.82,19.77,-3.08,-5.78743,2.70743
"1452",1451,258.06,19.76,-3.01,-5.66174000000007,2.65174000000007
"1453",1452,258.28,19.75,-2.94,-5.56343000000007,2.62343000000007
"1454",1453,258.39,19.75,-2.87,-5.64384000000005,2.77384000000005
"1455",1454,258.7,19.74,-2.8,-5.42232000000002,2.62232000000002
"1456",1455,258.8,19.73,-2.73,-5.48829,2.75829
"1457",1456,258.96,19.72,-2.65,-5.47212000000004,2.82212000000004
"1458",1457,259.19,19.71,-2.58,-5.36012,2.78011999999999
"1459",1458,259.28,19.7,-2.5,-5.43978000000007,2.93978000000007
"1460",1459,259.59,19.7,-2.42,-5.24639000000005,2.82639000000005
"1461",1460,259.66,19.69,-2.34,-5.35342999999996,3.01342999999996
"1462",1461,259.77,19.68,-2.27,-5.4057100000001,3.1357100000001
"1463",1462,260.01,19.67,-2.19,-5.28002000000006,3.09002000000006
"1464",1463,260.07,19.66,-2.11,-5.40075000000007,3.29075000000007
"1465",1464,260.36,19.65,-2.03,-5.20661000000003,3.17661000000003
"1466",1465,260.49,19.64,-1.95,-5.23151000000001,3.28151000000001
"1467",1466,260.62,19.63,-1.87,-5.25640999999999,3.38640999999999
"1468",1467,260.9,19.63,-1.79,-5.10409000000007,3.31409000000007
"1469",1468,260.95,19.62,-1.71,-5.23851000000003,3.52851000000003
"1470",1469,261.19,19.61,-1.63,-5.11281999999999,3.48281999999999
"1471",1470,261.38,19.6,-1.56,-5.05557999999998,3.49557999999998
"1472",1471,261.48,19.59,-1.47,-5.12154999999995,3.65154999999995
"1473",1472,261.75,19.58,-1.39,-4.95479000000002,3.56479000000002
"1474",1473,261.8,19.57,-1.31,-5.08921000000004,3.77921000000004
"1475",1474,261.99,19.56,-1.22,-5.03197000000004,3.81197000000004
"1476",1475,262.17,19.55,-1.14,-4.98842000000003,3.84842000000003
"1477",1476,262.29,19.54,-1.05,-5.02701,3.97701
"1478",1477,262.68,19.53,-0.97,-4.69597000000001,3.72597000000001
"1479",1478,262.81,19.52,-0.88,-4.72086999999998,3.84086999999998
"1480",1479,263.01,19.51,-0.8,-4.64994000000005,3.84994000000005
"1481",1480,263.26,19.5,-0.71,-4.51056,3.80056
"1482",1481,263.34,19.49,-0.62,-4.60391000000002,3.98391000000002
"1483",1482,263.66,19.48,-0.53,-4.3687,3.8387
"1484",1483,263.81,19.47,-0.44,-4.36622000000004,3.92622000000004
"1485",1484,263.95,19.45,-0.35,-4.34930000000008,3.99930000000008
"1486",1485,264.22,19.44,-0.25,-4.18254,3.93254
"1487",1486,264.26,19.43,-0.16,-4.33065000000006,4.17065000000006
"1488",1487,264.53,19.42,-0.06,-4.16389000000009,4.10389000000009
"1489",1488,264.69,19.41,0.03,-4.14772000000001,4.17772000000001
"1490",1489,264.8,19.4,0.12,-4.19999999999998,4.31999999999998
"1491",1490,265.05,19.39,0.21,-4.06062,4.27062
"1492",1491,265.08,19.37,0.31,-4.19429,4.50429
"1493",1492,265.29,19.36,0.4,-4.10967,4.50967
"1494",1493,265.5,19.35,0.49,-4.02505000000007,4.51505000000007
"1495",1494,265.63,19.34,0.59,-4.04995000000005,4.63995000000005
"1496",1495,265.91,19.32,0.68,-3.84137000000001,4.52137000000001
"1497",1496,265.99,19.31,0.77,-3.93472000000003,4.70472000000003
"1498",1497,266.17,19.3,0.87,-3.89117000000003,4.76117000000003
"1499",1498,266.37,19.28,0.96,-3.79211000000003,4.75211000000003
"1500",1499,266.45,19.27,1.05,-3.88546000000004,4.93546000000004
"1501",1500,266.77,19.26,1.14,-3.65025000000003,4.79025000000003
"1502",1501,266.84,19.25,1.24,-3.75729000000004,4.99729000000004
"1503",1502,266.97,19.23,1.33,-3.75405999999997,5.08405999999997
"1504",1503,267.2,19.22,1.42,-3.64206000000009,5.06206000000009
"1505",1504,267.26,19.21,1.52,-3.76279000000005,5.28279000000004
"1506",1505,267.57,19.19,1.61,-3.51314000000003,5.12314000000003
"1507",1506,267.76,19.18,1.71,-3.45590000000002,5.16590000000002
"1508",1507,267.97,19.16,1.81,-3.34314999999997,5.15314999999997
"1509",1508,268.27,19.15,1.9,-3.13532000000005,5.03532000000005
"1510",1509,268.37,19.13,2,-3.17316000000002,5.17316000000002
"1511",1510,268.64,19.12,2.1,-3.00640000000005,5.10640000000005
"1512",1511,268.81,19.1,2.2,-2.94840999999998,5.14840999999998
"1513",1512,268.94,19.08,2.29,-2.94518000000001,5.23518000000001
"1514",1513,269.25,19.07,2.39,-2.72366000000005,5.11366000000005
"1515",1514,269.32,19.05,2.49,-2.80257000000007,5.29257000000007
"1516",1515,269.56,19.04,2.58,-2.67688000000002,5.25688000000002
"1517",1516,269.73,19.02,2.68,-2.61889000000001,5.29889000000001
"1518",1517,269.83,19,2.77,-2.65673000000004,5.42673000000004
"1519",1518,270.15,18.99,2.87,-2.42152000000007,5.29152000000007
"1520",1519,270.21,18.97,2.97,-2.51412000000003,5.48412000000003
"1521",1520,270.35,18.95,3.06,-2.49719999999996,5.55719999999996
"1522",1521,270.55,18.93,3.16,-2.39814000000001,5.55814000000001
"1523",1522,270.62,18.92,3.26,-2.50517999999998,5.76517999999998
"1524",1523,270.93,18.9,3.35,-2.25553000000001,5.60553000000001
"1525",1524,271.04,18.88,3.45,-2.27968000000003,5.72968000000003
"1526",1525,271.18,18.86,3.55,-2.26276000000002,5.81276000000002
"1527",1526,271.43,18.84,3.64,-2.09525000000004,5.73525000000004
"1528",1527,271.51,18.83,3.74,-2.18860000000005,5.92860000000005
"1529",1528,271.78,18.81,3.83,-1.99371000000007,5.82371000000007
"1530",1529,271.9,18.79,3.93,-2.00417000000005,5.93417000000005
"1531",1530,272.04,18.77,4.02,-1.98724999999997,6.00724999999997
"1532",1531,272.29,18.75,4.12,-1.81974,5.93974
"1533",1532,272.34,18.73,4.21,-1.92603000000006,6.13603000000006
"1534",1533,272.56,18.71,4.3,-1.79959000000001,6.09959000000001
"1535",1534,272.7,18.69,4.4,-1.78267000000005,6.18267000000005
"1536",1535,272.83,18.67,4.49,-1.77944000000009,6.26944000000009
"1537",1536,273.19,18.64,4.59,-1.43321000000002,6.02321000000002
"1538",1537,273.32,18.62,4.68,-1.42998000000006,6.10998000000006
"1539",1538,273.55,18.6,4.77,-1.28985000000002,6.05985000000002
"1540",1539,273.78,18.58,4.86,-1.14972000000007,6.00972000000007
"1541",1540,273.89,18.56,4.95,-1.17387000000004,6.12387000000004
"1542",1541,274.19,18.54,5.03,-0.937910000000016,5.96791000000002
"1543",1542,274.3,18.51,5.12,-0.933929999999997,6.05393
"1544",1543,274.5,18.49,5.21,-0.834869999999988,6.04486999999999
"1545",1544,274.72,18.47,5.29,-0.70843,5.99843
"1546",1545,274.79,18.44,5.38,-0.759210000000017,6.13921000000002
"1547",1546,275.07,18.42,5.46,-0.550630000000048,6.01063000000005
"1548",1547,275.18,18.39,5.55,-0.546650000000014,6.09665000000001
"1549",1548,275.35,18.37,5.63,-0.48866000000001,6.11866000000001
"1550",1549,275.55,18.34,5.71,-0.361470000000004,6.07147
"1551",1550,275.58,18.32,5.79,-0.49514000000007,6.28514000000007
"1552",1551,275.83,18.29,5.87,-0.299500000000023,6.16950000000002
"1553",1552,275.97,18.27,5.95,-0.282579999999946,6.23257999999995
"1554",1553,276.09,18.24,6.03,-0.264910000000036,6.29491000000004
"1555",1554,276.38,18.21,6.11,-0.0145100000000156,6.12451000000002
"1556",1555,276.46,18.19,6.18,-0.0797300000000902,6.25973000000009
"1557",1556,276.68,18.16,6.26,0.0748399999999663,6.18516000000003
"1558",1557,276.83,18.13,6.33,0.133579999999924,6.19642000000008
"1559",1558,276.94,18.1,6.4,0.137559999999944,6.26244000000006
"1560",1559,277.21,18.08,6.47,0.33244999999993,6.13755000000007
"1561",1560,277.29,18.05,6.54,0.295360000000016,6.24463999999998
"1562",1561,277.48,18.02,6.61,0.408860000000026,6.20113999999997
"1563",1562,277.65,17.99,6.67,0.494979999999984,6.17502000000002
"1564",1563,277.71,17.96,6.74,0.430509999999963,6.30949000000004
"1565",1564,278.02,17.93,6.8,0.708289999999984,6.09171000000002
"1566",1565,278.15,17.9,6.86,0.739649999999898,6.1203500000001
"1567",1566,278.41,17.86,6.91,0.977109999999989,5.93289000000001
"1568",1567,278.7,17.83,6.97,1.22750999999997,5.74249000000003
"1569",1568,278.76,17.8,7.02,1.16303999999995,5.85696000000005
"1570",1569,279.07,17.77,7.08,1.44081999999997,5.63918000000003
"1571",1570,279.19,17.73,7.13,1.48662,5.64338
"1572",1571,279.36,17.7,7.18,1.57274,5.60726
"1573",1572,279.62,17.66,7.23,1.81019999999998,5.41980000000002
"1574",1573,279.69,17.63,7.27,1.75941999999997,5.51058000000003
"1575",1574,279.95,17.59,7.32,1.99688,5.32312
"1576",1575,280.08,17.56,7.36,2.02823999999992,5.33176000000008
"1577",1576,280.19,17.52,7.41,2.06034999999994,5.34965000000006
"1578",1577,280.47,17.49,7.45,2.29705999999997,5.15294000000003
"1579",1578,280.56,17.45,7.49,2.30178999999995,5.18821000000005
"1580",1579,280.72,17.41,7.53,2.40235000000002,5.12764999999998
"1581",1580,280.86,17.37,7.57,2.47552999999998,5.09447000000002
"1582",1581,280.95,17.34,7.6,2.45212999999996,5.14787000000004
"1583",1582,281.25,17.3,7.64,2.74434999999998,4.89565000000002
"1584",1583,281.32,17.26,7.67,2.72169999999996,4.94830000000004
"1585",1584,281.52,17.22,7.7,2.87701999999997,4.82298000000003
"1586",1585,281.7,17.18,7.73,3.00495999999998,4.72504000000002
"1587",1586,281.77,17.14,7.76,2.9823099999999,4.7776900000001
"1588",1587,282.07,17.1,7.79,3.27452999999992,4.51547000000008
"1589",1588,282.16,17.06,7.82,3.27926000000002,4.54073999999998
"1590",1589,282.29,17.02,7.85,3.33874999999998,4.51125000000002
"1591",1590,282.53,16.97,7.88,3.57695999999991,4.30304000000009
"1592",1591,282.57,16.93,7.9,3.51323999999996,4.38676000000004
"1593",1592,282.79,16.89,7.93,3.69594000000001,4.23405999999999
"1594",1593,282.91,16.85,7.95,3.74174000000003,4.20825999999997
"1595",1594,283.04,16.8,7.97,3.82936,4.14064
"1596",1595,283.35,16.76,7.99,4.13527000000002,3.85472999999998
"1597",1596,283.5,16.72,8.01,4.22213999999992,3.78786000000007
"1598",1597,283.77,16.67,8.03,4.5014199999999,3.5285800000001
"1599",1598,283.92,16.63,8.05,4.58828999999998,3.46171000000002
"1600",1599,284.03,16.58,8.07,4.64852999999995,3.42147000000005
"1601",1600,284.33,16.54,8.08,4.94074999999997,3.13925000000003
"1602",1601,284.41,16.5,8.1,4.93179000000001,3.16820999999999
"1603",1602,284.64,16.45,8.12,5.15630999999994,2.96369000000006
"1604",1603,284.82,16.4,8.13,5.31237999999995,2.81762000000005
"1605",1604,284.9,16.36,8.15,5.30341999999999,2.84658000000001
"1606",1605,285.16,16.31,8.16,5.56901000000003,2.59098999999997
"1607",1606,285.24,16.27,8.18,5.56005,2.61995
"1608",1607,285.42,16.22,8.19,5.71611999999995,2.47388000000005
"1609",1608,285.6,16.18,8.2,5.84405999999996,2.35594000000004
"1610",1609,285.63,16.13,8.22,5.79477999999995,2.42522000000005
"1611",1610,285.91,16.09,8.23,6.05961999999999,2.17038000000001
"1612",1611,286.01,16.04,8.25,6.10616999999996,2.14383000000004
"1613",1612,286.14,15.99,8.26,6.19378999999998,2.06621000000002
"1614",1613,286.39,15.95,8.28,6.41755999999997,1.86244000000003
"1615",1614,286.46,15.9,8.29,6.42303999999995,1.86696000000005
"1616",1615,286.71,15.86,8.31,6.64681,1.66319000000001
"1617",1616,286.82,15.81,8.32,6.70704999999996,1.61295000000004
"1618",1617,286.94,15.77,8.33,6.75284999999993,1.57715000000007
"1619",1618,287.21,15.72,8.35,7.0321299999999,1.3178700000001
"1620",1619,287.27,15.67,8.36,7.02391999999995,1.33608000000005
"1621",1620,287.49,15.63,8.38,7.20662,1.17338
"1622",1621,287.6,15.58,8.39,7.26685999999997,1.12314000000003
"1623",1622,287.7,15.53,8.41,7.31340999999995,1.09659000000005
"1624",1623,287.97,15.49,8.42,7.56456000000004,0.855439999999964
"1625",1624,288.08,15.44,8.44,7.62479999999995,0.815200000000049
"1626",1625,288.36,15.39,8.46,7.91776999999998,0.542230000000018
"1627",1626,288.61,15.35,8.48,8.14154000000003,0.338459999999973
"1628",1627,288.68,15.3,8.5,8.14701999999995,0.352980000000052
"1629",1628,288.98,15.26,8.52,8.43923999999998,0.0807600000000228
"1630",1629,289.08,15.21,8.54,8.48578999999994,0.0542100000000545
"1631",1630,289.28,15.17,8.56,8.64110999999995,-0.0811099999999474
"1632",1631,289.5,15.12,8.58,8.85193999999994,-0.271939999999942
"1633",1632,289.59,15.07,8.61,8.88479999999992,-0.274799999999921
"1634",1633,289.88,15.03,8.63,9.16332999999995,-0.533329999999951
"1635",1634,289.94,14.98,8.66,9.15511999999999,-0.495119999999989
"1636",1635,290.1,14.94,8.68,9.25568,-0.575680000000006
"1637",1636,290.34,14.89,8.71,9.49388999999994,-0.783889999999936
"1638",1637,290.4,14.85,8.74,9.45754999999998,-0.717549999999976
"1639",1638,290.63,14.8,8.77,9.68206999999991,-0.912069999999911
"1640",1639,290.7,14.76,8.8,9.65941999999995,-0.859419999999954
"1641",1640,290.82,14.71,8.83,9.73334999999992,-0.903349999999916
"1642",1641,291.1,14.67,8.86,9.99819000000001,-1.13819000000001
"1643",1642,291.16,14.63,8.89,9.96184999999999,-1.07184999999999
"1644",1643,291.4,14.58,8.92,10.2000599999999,-1.28005999999992
"1645",1644,291.55,14.54,8.96,10.28693,-1.32693
"1646",1645,291.64,14.49,8.99,10.31979,-1.32978999999998
"1647",1646,291.91,14.45,9.03,10.57094,-1.54094000000002
"1648",1647,291.97,14.41,9.06,10.5346000000001,-1.47460000000005
"1649",1648,292.18,14.36,9.1,10.7317399999999,-1.63173999999994
"1650",1649,292.36,14.32,9.13,10.8596799999999,-1.72967999999994
"1651",1650,292.4,14.28,9.17,10.7959599999999,-1.62595999999994
"1652",1651,292.67,14.24,9.2,11.04711,-1.84710999999997
"1653",1652,292.73,14.2,9.24,11.01077,-1.77077000000001
"1654",1653,292.92,14.16,9.28,11.1524,-1.87240000000001
"1655",1654,293.2,14.12,9.31,11.4172399999999,-2.10723999999994
"1656",1655,293.34,14.08,9.35,11.49042,-2.14041999999995
"1657",1656,293.65,14.04,9.39,11.79633,-2.40632999999998
"1658",1657,293.76,13.99,9.43,11.85657,-2.42657000000001
"1659",1658,293.92,13.95,9.47,11.95713,-2.48713000000002
"1660",1659,294.19,13.91,9.51,12.2082799999999,-2.69827999999994
"1661",1660,294.27,13.87,9.56,12.1993199999999,-2.63931999999992
"1662",1661,294.54,13.83,9.6,12.45047,-2.85047000000001
"1663",1662,294.67,13.79,9.65,12.50996,-2.85995999999998
"1664",1663,294.78,13.75,9.69,12.5420699999999,-2.85206999999995
"1665",1664,295.03,13.71,9.74,12.7658399999999,-3.02583999999993
"1666",1665,295.11,13.66,9.79,12.78501,-2.99501000000002
"1667",1666,295.34,13.62,9.83,12.9814,-3.15139999999996
"1668",1667,295.47,13.58,9.88,13.04089,-3.16089000000003
"1669",1668,295.54,13.54,9.92,13.01824,-3.09824000000002
"1670",1669,295.8,13.5,9.97,13.2556999999999,-3.28569999999994
"1671",1670,295.86,13.46,10.02,13.21936,-3.19935999999998
"1672",1671,296.08,13.42,10.06,13.4020599999999,-3.34205999999992
"1673",1672,296.28,13.38,10.11,13.5573799999999,-3.44737999999992
"1674",1673,296.36,13.34,10.16,13.54842,-3.38841999999996
"1675",1674,296.65,13.3,10.21,13.8269499999999,-3.61694999999992
"1676",1675,296.73,13.26,10.26,13.81799,-3.55799000000002
"1677",1676,296.89,13.22,10.31,13.91855,-3.60854999999998
"1678",1677,297.12,13.18,10.36,14.11494,-3.75493999999997
"1679",1678,297.19,13.14,10.41,14.09229,-3.68229000000001
"1680",1679,297.44,13.11,10.46,14.2879299999999,-3.82792999999994
"1681",1680,297.54,13.07,10.52,14.30635,-3.78634999999997
"1682",1681,297.65,13.03,10.57,14.3384599999999,-3.76845999999994
"1683",1682,297.91,12.99,10.62,14.57592,-3.95591999999998
"1684",1683,298.02,12.95,10.67,14.60803,-3.93802999999995
"1685",1684,298.35,12.91,10.73,14.94132,-4.21132000000002
"1686",1685,298.53,12.87,10.78,15.0692599999999,-4.28925999999992
"1687",1686,298.66,12.83,10.84,15.12875,-4.28874999999999
"1688",1687,298.95,12.8,10.89,15.37915,-4.48914999999996
"1689",1688,299.04,12.76,10.94,15.38388,-4.44388
"1690",1689,299.27,12.72,11,15.58027,-4.58026999999998
"1691",1690,299.46,12.68,11.05,15.7218999999999,-4.67189999999993
"1692",1691,299.56,12.64,11.11,15.74032,-4.63031999999996
"1693",1692,299.85,12.6,11.17,16.01885,-4.84884999999999
"1694",1693,299.9,12.56,11.22,15.9688199999999,-4.74881999999992
"1695",1694,300.08,12.53,11.28,16.0686299999999,-4.78862999999994
"1696",1695,300.32,12.49,11.34,16.27871,-4.93870999999998
"1697",1696,300.37,12.45,11.39,16.22868,-4.83867999999997
"1698",1697,300.63,12.41,11.45,16.46614,-5.01614
"1699",1698,300.69,12.37,11.5,16.4298,-4.92979999999999
"1700",1699,300.84,12.34,11.56,16.48854,-4.92853999999995
"1701",1700,301.09,12.3,11.62,16.7123099999999,-5.09230999999993
"1702",1701,301.17,12.26,11.67,16.70335,-5.03334999999997
"1703",1702,301.43,12.23,11.73,16.91268,-5.18267999999995
"1704",1703,301.56,12.19,11.79,16.97217,-5.18216999999998
"1705",1704,301.68,12.16,11.85,16.98984,-5.13984
