"","time","temp","tga","dta","dta_model",""
"1",0,21.5,21,-2.64,2.1805,-4.8205
"2",1,21.74,21,-2.63,2.27806,-4.90806
"3",2,21.68,21,-2.62,1.96492,-4.58492
"4",3,21.64,21,-2.61,1.67916,-4.28916
"5",4,21.78,21,-2.61,1.63982,-4.24982
"6",5,21.67,21,-2.6,1.25823,-3.85823
"7",6,21.85,21,-2.59,1.27365,-3.86365
"8",7,21.83,21,-2.57,1.01526999999999,-3.58526999999999
"9",8,21.72,21,-2.56,0.633679999999998,-3.19368
"10",9,21.84,21,-2.55,0.566960000000002,-3.11696
"11",10,21.75,21,-2.54,0.21275,-2.75275
"12",11,21.87,21,-2.53,0.146030000000003,-2.67603
"13",12,21.94,21,-2.52,0.010860000000001,-2.53086
"14",13,21.87,21,-2.51,-0.31597,-2.19403
"15",14,22.1,21,-2.51,-0.232099999999996,-2.2779
"16",15,21.98,21,-2.5,-0.627379999999995,-1.87262
"17",16,22.06,21,-2.5,-0.74886,-1.75114
"18",17,22.22,21,-2.5,-0.760820000000002,-1.73918
"19",18,22.11,21,-2.51,-1.14241000000001,-1.36758999999999
"20",19,22.36,21,-2.51,-1.03116,-1.47884
"21",20,22.31,21,-2.52,-1.33061,-1.18939
"22",21,22.3,21,-2.52,-1.5753,-0.944700000000001
"23",22,22.46,21,-2.54,-1.58726,-0.95274
"24",23,22.35,21,-2.55,-1.96885,-0.581150000000004
"25",24,22.5,21,-2.56,-1.9945,-0.565499999999998
"26",25,22.58,21,-2.58,-2.11598,-0.46402
"27",26,22.6,21,-2.59,-2.3196,-0.270399999999999
"28",27,22.96,21,-2.61,-2.05776,-0.552239999999998
"29",28,22.98,21,-2.63,-2.26138,-0.368620000000004
"30",29,23.13,21,-2.65,-2.28703,-0.362969999999998
"31",30,23.26,21,-2.67,-2.34006,-0.329939999999999
"32",31,23.23,21,-2.69,-2.61213,-0.0778699999999994
"33",32,23.51,21,-2.71,-2.45981,-0.250190000000003
"34",33,23.52,21,-2.74,-2.67712,-0.0628800000000052
"35",34,23.62,21,-2.76,-2.77122,0.0112199999999998
"36",35,23.81,21,-2.78,-2.74211,-0.037889999999996
"37",36,23.75,21,-2.81,-3.05525,0.245250000000001
"38",37,24,21,-2.83,-2.944,0.113999999999995
"39",38,23.99,21,-2.86,-3.18869,0.328690000000001
"40",39,24.05,21,-2.88,-3.33755,0.45755
"41",40,24.31,21,-2.91,-3.21261,0.302610000000005
"42",41,24.25,21,-2.94,-3.52575,0.585749999999995
"43",42,24.38,21,-2.96,-3.57878,0.618780000000002
"44",43,24.42,21,-2.99,-3.75502,0.765019999999994
"45",44,24.41,21,-3.03,-3.99971,0.96971
"46",45,24.72,21,-3.06,-3.80632000000001,0.746320000000007
"47",46,24.7,21,-3.09,-4.06470000000001,0.974700000000009
"48",47,24.86,20.99,-3.12,-4.04852999999999,0.928529999999992
"49",48,24.98,20.99,-3.16,-4.11525,0.955249999999996
"50",49,24.95,20.99,-3.19,-4.38732,1.19732
"51",50,25.22,20.99,-3.22,-4.24869,1.02869
"52",51,25.23,20.99,-3.25,-4.46599999999999,1.21599999999999
"53",52,25.33,20.99,-3.28,-4.5601,1.2801
"54",53,25.55,20.99,-3.31,-4.48992,1.17992
"55",54,25.48,20.99,-3.33,-4.81674999999999,1.48674999999999
"56",55,25.74,20.99,-3.37,-4.69181,1.32181
"57",56,25.73,20.99,-3.4,-4.9365,1.5365
"58",57,25.77,20.99,-3.42,-5.11274,1.69274
"59",58,26.02,20.99,-3.45,-5.00149,1.55149
"60",59,26.05,20.99,-3.48,-5.19142,1.71142
"61",60,26.38,20.99,-3.51,-4.97065,1.46065
"62",61,26.57,20.99,-3.54,-4.94154,1.40154
"63",62,26.63,20.99,-3.57,-5.0904,1.5204
"64",63,26.94,20.99,-3.6,-4.89701,1.29701
"65",64,26.94,20.99,-3.63,-5.12801,1.49801
"66",65,27.16,20.99,-3.66,-5.05783,1.39783
"67",66,27.32,20.99,-3.69,-5.06979,1.37979
"68",67,27.35,20.99,-3.72,-5.25971999999999,1.53971999999999
"69",68,27.69,20.99,-3.75,-5.02526,1.27526
"70",69,27.7,20.99,-3.79,-5.24256999999999,1.45256999999999
"71",70,27.81,20.99,-3.81,-5.32298,1.51298
"72",71,28.02,20.99,-3.84,-5.26649,1.42649
"73",72,28.01,20.99,-3.87,-5.51117999999999,1.64117999999999
"74",73,28.33,20.99,-3.9,-5.3041,1.4041
"75",74,28.34,20.99,-3.92,-5.52141,1.60141
"76",75,28.36,20.99,-3.95,-5.72503,1.77503
"77",76,28.61,20.99,-3.98,-5.61378,1.63378
"78",77,28.58,20.99,-4.01,-5.88585,1.87585
"79",78,28.88,20.99,-4.04,-5.70615,1.66615
"80",79,28.97,20.99,-4.06,-5.81394,1.75394
"81",80,29.01,20.99,-4.09,-5.99017999999999,1.90017999999999
"82",81,29.33,20.99,-4.12,-5.7831,1.6631
"83",82,29.31,20.99,-4.15,-6.04148,1.89148
"84",83,29.51,20.99,-4.17,-5.99867999999999,1.82867999999999
"85",84,29.66,20.99,-4.2,-6.02433,1.82433
"86",85,29.68,20.99,-4.22,-6.22795,2.00795
"87",86,30.01,20.99,-4.24,-6.00717999999999,1.76717999999999
"88",87,29.99,20.99,-4.26,-6.26556,2.00556
"89",88,30.11,20.99,-4.29,-6.33227999999999,2.04227999999999
"90",89,30.32,20.99,-4.31,-6.27578999999999,1.96578999999999
"91",90,30.28,20.99,-4.33,-6.56155,2.23155
"92",91,30.6,20.99,-4.36,-6.35446999999999,1.99446999999999
"93",92,30.7,20.99,-4.38,-6.44857,2.06857
"94",93,30.9,20.99,-4.4,-6.40577,2.00577
"95",94,31.23,20.99,-4.42,-6.185,1.765
"96",95,31.26,20.99,-4.45,-6.37492999999999,1.92492999999999
"97",96,31.55,20.99,-4.47,-6.20892,1.73892
"98",97,31.68,20.99,-4.49,-6.26194999999999,1.77194999999999
"99",98,31.77,20.99,-4.51,-6.36974,1.85974
"100",99,32.07,20.99,-4.53,-6.19004,1.66004
"101",100,32.1,20.99,-4.55,-6.37996999999999,1.82996999999999
"102",101,32.35,20.99,-4.56,-6.26872,1.70872
"103",102,32.49,20.99,-4.58,-6.30805999999999,1.72805999999999
"104",103,32.53,20.98,-4.6,-6.45617000000001,1.85617000000001
"105",104,32.85,20.98,-4.62,-6.24909,1.62909
"106",105,32.86,20.98,-4.64,-6.46640000000001,1.82640000000001
"107",106,33.05,20.98,-4.66,-6.43729000000001,1.77729000000001
"108",107,33.21,20.98,-4.68,-6.44925000000001,1.76925000000001
"109",108,33.14,20.98,-4.7,-6.77608000000001,2.07608000000001
"110",109,33.45,20.98,-4.72,-6.58269000000001,1.86269000000001
"111",110,33.49,20.98,-4.74,-6.75893,2.01893
"112",111,33.64,20.98,-4.76,-6.78458000000001,2.02458000000001
"113",112,33.91,20.98,-4.78,-6.64595000000001,1.86595000000001
"114",113,33.93,20.98,-4.79,-6.84957000000001,2.05957000000001
"115",114,34.22,20.98,-4.81,-6.68356000000001,1.87356000000001
"116",115,34.28,20.98,-4.82,-6.83242000000001,2.01242000000001
"117",116,34.38,20.98,-4.84,-6.92652,2.08652
"118",117,34.67,20.98,-4.85,-6.76051,1.91051
"119",118,34.68,20.98,-4.86,-6.97782000000001,2.11782000000001
"120",119,34.94,20.98,-4.88,-6.85288000000001,1.97288000000001
"121",120,35.02,20.98,-4.89,-6.97436,2.08436
"122",121,35.04,20.98,-4.9,-7.17798,2.27798
"123",122,35.33,20.98,-4.92,-7.01197000000001,2.09197000000001
"124",123,35.34,20.98,-4.93,-7.22928,2.29928
"125",124,35.58,20.98,-4.94,-7.13172000000001,2.19172000000001
"126",125,35.84,20.98,-4.96,-7.00678,2.04678
"127",126,36.01,20.98,-4.97,-7.00505000000001,2.03505000000001
"128",127,36.4,20.98,-4.98,-6.70214000000001,1.72214000000001
"129",128,36.43,20.98,-5,-6.89207000000001,1.89207000000001
"130",129,36.59,20.98,-5.01,-6.90403,1.89403
"131",130,36.87,20.98,-5.02,-6.75171000000001,1.73171000000001
"132",131,36.87,20.98,-5.04,-6.98271000000001,1.94271000000001
"133",132,37.26,20.98,-5.05,-6.67980000000001,1.62980000000001
"134",133,37.34,20.98,-5.06,-6.80128,1.74128
"135",134,37.47,20.98,-5.07,-6.85431,1.78431
"136",135,37.73,20.98,-5.08,-6.72937000000001,1.64937000000001
"137",136,37.74,20.98,-5.09,-6.94668000000001,1.85668000000001
"138",137,38.01,20.98,-5.1,-6.80805000000002,1.70805000000002
"139",138,38.17,20.98,-5.11,-6.82001,1.71001
"140",139,38.25,20.98,-5.12,-6.94149000000001,1.82149000000001
"141",140,38.49,20.98,-5.13,-6.84393000000001,1.71393000000001
"142",141,38.45,20.98,-5.14,-7.12969,1.98969
"143",142,38.68,20.98,-5.15,-7.04582000000001,1.89582000000001
"144",143,38.86,20.98,-5.17,-7.03040000000001,1.86040000000001
"145",144,38.9,20.98,-5.18,-7.20664000000001,2.02664000000001
"146",145,39.26,20.98,-5.19,-6.94480000000001,1.75480000000001
"147",146,39.27,20.98,-5.2,-7.16211,1.96211
"148",147,39.46,20.98,-5.21,-7.133,1.923
"149",148,39.69,20.98,-5.22,-7.04913000000001,1.82913000000001
"150",149,39.72,20.98,-5.23,-7.23906000000001,2.00906000000001
"151",150,40.05,20.98,-5.24,-7.01829000000001,1.77829000000001
"152",151,40.09,20.98,-5.25,-7.19453,1.94453
"153",152,40.2,20.98,-5.26,-7.27494,2.01494
"154",153,40.41,20.98,-5.27,-7.21845000000001,1.94845000000001
"155",154,40.42,20.98,-5.28,-7.43576000000001,2.15576000000001
"156",155,40.7,20.98,-5.29,-7.28344,1.99344
"157",156,40.78,20.98,-5.29,-7.40492,2.11492
"158",157,40.97,20.98,-5.3,-7.37581000000001,2.07581000000001
"159",158,41.35,20.98,-5.31,-7.08659000000001,1.77659000000001
"160",159,41.4,20.98,-5.32,-7.24914,1.92914
"161",160,41.71,20.98,-5.34,-7.05575,1.71575
"162",161,41.88,20.98,-5.34,-7.05402,1.71402
"163",162,41.98,20.98,-5.35,-7.14812000000001,1.79812000000001
"164",163,42.32,20.98,-5.36,-6.91366000000001,1.55366000000001
"165",164,42.37,20.98,-5.37,-7.07621000000001,1.70621000000001
"166",165,42.59,20.98,-5.38,-7.00603,1.62603
"167",166,42.78,20.98,-5.39,-6.97692000000001,1.58692000000001
"168",167,42.82,20.98,-5.4,-7.15316000000001,1.75316000000001
"169",168,43.13,20.98,-5.41,-6.95977,1.54977
"170",169,43.17,20.98,-5.42,-7.13601000000001,1.71601000000001
"171",170,43.36,20.98,-5.43,-7.10690000000001,1.67690000000001
"172",171,43.6,20.98,-5.44,-7.00934000000001,1.56934000000001
"173",172,43.57,20.98,-5.45,-7.28141000000001,1.83141000000001
"174",173,43.86,20.98,-5.46,-7.11540000000001,1.65540000000001
"175",174,43.9,20.98,-5.47,-7.29164000000001,1.82164000000001
"176",175,44.04,20.98,-5.48,-7.33098000000001,1.85098000000001
"177",176,44.33,20.98,-5.49,-7.16497,1.67497
"178",177,44.37,20.98,-5.5,-7.34121000000001,1.84121000000001
"179",178,44.66,20.97,-5.51,-7.14707000000001,1.63707000000001
"180",179,44.76,20.97,-5.52,-7.24117000000001,1.72117000000001
"181",180,44.82,20.97,-5.53,-7.39003,1.86003
"182",181,45.12,20.97,-5.54,-7.21033000000001,1.67033000000001
"183",182,45.14,20.97,-5.55,-7.41395,1.86395
"184",183,45.39,20.97,-5.56,-7.3027,1.7427
"185",184,45.57,20.97,-5.57,-7.28728,1.71728
"186",185,45.58,20.97,-5.58,-7.50459,1.92459
"187",186,45.89,20.97,-5.59,-7.3112,1.7212
"188",187,45.88,20.97,-5.6,-7.55589,1.95589
"189",188,46.06,20.97,-5.61,-7.54047,1.93047
"190",189,46.37,20.97,-5.62,-7.34708,1.72708000000001
"191",190,46.51,20.97,-5.63,-7.38642,1.75642
"192",191,46.9,20.97,-5.64,-7.08351000000001,1.44351000000001
"193",192,46.99,20.97,-5.65,-7.1913,1.5413
"194",193,47.15,20.97,-5.66,-7.20326000000001,1.54326000000001
"195",194,47.42,20.97,-5.66,-7.06463,1.40463
"196",195,47.46,20.97,-5.67,-7.24087,1.57087
"197",196,47.83,20.97,-5.68,-6.96534,1.28534
"198",197,47.92,20.97,-5.69,-7.07313000000001,1.38313000000001
"199",198,48.04,20.97,-5.7,-7.13985,1.43985
"200",199,48.35,20.97,-5.71,-6.94646,1.23645999999999
"201",200,48.35,20.96,-5.71,-7.14933,1.43933
"202",201,48.63,20.97,-5.72,-7.02514,1.30514
"203",202,48.79,20.97,-5.73,-7.0371,1.3071
"204",203,48.85,20.97,-5.73,-7.18595999999999,1.45595999999999
"205",204,49.09,20.97,-5.74,-7.0884,1.3484
"206",205,49.08,20.97,-5.75,-7.33309000000001,1.58309000000001
"207",206,49.31,20.97,-5.75,-7.24922,1.49922
"208",207,49.52,20.97,-5.76,-7.19272999999999,1.43272999999999
"209",208,49.6,20.97,-5.77,-7.31421,1.54421
"210",209,49.95,20.97,-5.77,-7.06606,1.29606
"211",210,49.97,20.96,-5.78,-7.24155000000001,1.46155000000001
"212",211,50.11,20.96,-5.79,-7.28089000000001,1.49089000000001
"213",212,50.35,20.96,-5.79,-7.18333,1.39333
"214",213,50.37,20.96,-5.8,-7.38695000000001,1.58695000000001
"215",214,50.7,20.96,-5.8,-7.16618000000001,1.36618000000001
"216",215,50.78,20.96,-5.81,-7.28766,1.47766
"217",216,50.88,20.96,-5.81,-7.38176000000001,1.57176000000001
"218",217,51.11,20.96,-5.82,-7.29789000000001,1.47789000000001
"219",218,51.11,20.96,-5.82,-7.52889000000001,1.70889000000001
"220",219,51.4,20.96,-5.82,-7.36288000000002,1.54288000000002
"221",220,51.52,20.96,-5.83,-7.42959999999999,1.59959999999999
"222",221,51.7,20.96,-5.83,-7.41418000000001,1.58418000000001
"223",222,52.1,20.96,-5.83,-7.09758000000001,1.26758000000001
"224",223,52.18,20.96,-5.84,-7.21906000000001,1.37906000000001
"225",224,52.47,20.96,-5.84,-7.05305000000001,1.21305000000001
"226",225,52.6,20.96,-5.84,-7.10608000000001,1.26608000000001
"227",226,52.69,20.96,-5.84,-7.21387000000001,1.37387000000001
"228",227,53.03,20.96,-5.84,-6.97941,1.13941
"229",228,53.08,20.96,-5.84,-7.14196000000001,1.30196000000001
"230",229,53.34,20.96,-5.84,-7.01702,1.17702
"231",230,53.52,20.96,-5.84,-7.0016,1.1616
"232",231,53.57,20.96,-5.85,-7.16415000000001,1.31415000000001
"233",232,53.92,20.96,-5.85,-6.91600000000001,1.06600000000001
"234",233,53.95,20.96,-5.85,-7.10593,1.25593
"235",234,54.13,20.96,-5.85,-7.09051,1.24051
"236",235,54.36,20.96,-5.85,-7.00664,1.15664
"237",236,54.33,20.96,-5.85,-7.27871000000001,1.42871000000001
"238",237,54.61,20.96,-5.85,-7.12639000000001,1.27639000000001
"239",238,54.7,20.96,-5.85,-7.23418,1.38418
"240",239,54.84,20.96,-5.85,-7.27352,1.42352
"241",240,55.11,20.96,-5.85,-7.13489000000001,1.28489000000001
"242",241,55.14,20.96,-5.85,-7.32482,1.47482
"243",242,55.41,20.96,-5.85,-7.18619,1.33619
"244",243,55.54,20.96,-5.85,-7.23922,1.38922
"245",244,55.66,20.96,-5.85,-7.30594000000001,1.45594000000001
"246",245,55.96,20.96,-5.85,-7.12624000000001,1.27624000000001
"247",246,56,20.96,-5.85,-7.30248,1.45248
"248",247,56.24,20.96,-5.86,-7.20492000000001,1.34492000000001
"249",248,56.36,20.96,-5.86,-7.27164,1.41164
"250",249,56.36,20.96,-5.86,-7.50264000000001,1.64264000000001
"251",250,56.69,20.96,-5.86,-7.28187,1.42187
"252",251,56.7,20.96,-5.86,-7.49918,1.63918
"253",252,56.92,20.96,-5.85,-7.42900000000001,1.57900000000001
"254",253,57.24,20.96,-5.85,-7.22192000000001,1.37192000000001
"255",254,57.38,20.96,-5.85,-7.26125999999999,1.41125999999999
"256",255,57.78,20.96,-5.85,-6.94466000000001,1.09466000000001
"257",256,57.84,20.96,-5.85,-7.09352,1.24352
"258",257,58.01,20.96,-5.85,-7.09179000000001,1.24179000000001
"259",258,58.27,20.96,-5.85,-6.96685000000001,1.11685000000001
"260",259,58.33,20.96,-5.85,-7.11571000000001,1.26571000000001
"261",260,58.69,20.96,-5.85,-6.85387000000001,1.00387000000001
"262",261,58.79,20.96,-5.85,-6.94797000000001,1.09797000000001
"263",262,58.91,20.96,-5.85,-7.01469000000001,1.16469000000001
"264",263,59.21,20.96,-5.85,-6.83499,0.984989999999998
"265",264,59.18,20.96,-5.85,-7.10706,1.25706
"266",265,59.49,20.96,-5.85,-6.91367,1.06367
"267",266,59.65,20.96,-5.85,-6.92563000000001,1.07563000000001
"268",267,59.72,20.96,-5.85,-7.0608,1.2108
"269",268,59.98,20.96,-5.85,-6.93586000000001,1.08586000000001
"270",269,59.97,20.96,-5.85,-7.18055000000001,1.33055000000001
"271",270,60.21,20.96,-5.85,-7.08299,1.23299
"272",271,60.39,20.96,-5.85,-7.06757,1.21757
"273",272,60.43,20.96,-5.85,-7.24381000000001,1.39381000000001
"274",273,60.77,20.96,-5.85,-7.00935,1.15935000000001
"275",274,60.82,20.95,-5.85,-7.14377,1.29377
"276",275,60.99,20.95,-5.85,-7.14204,1.29204
"277",276,61.19,20.95,-5.85,-7.09924,1.24924
"278",277,61.22,20.95,-5.85,-7.28917,1.43917
"279",278,61.57,20.95,-5.85,-7.04102,1.19102
"280",279,61.61,20.95,-5.85,-7.21726,1.36726
"281",280,61.74,20.95,-5.85,-7.27029000000001,1.42029000000001
"282",281,61.96,20.95,-5.85,-7.20011,1.35011
"283",282,61.95,20.95,-5.85,-7.44480000000001,1.59480000000001
"284",283,62.28,20.95,-5.85,-7.22403000000001,1.37403000000001
"285",284,62.38,20.95,-5.85,-7.31812999999999,1.46812999999999
"286",285,62.59,20.95,-5.85,-7.26164000000001,1.41164000000001
"287",286,62.97,20.95,-5.85,-6.97242000000001,1.12242000000001
"288",287,63.01,20.95,-5.85,-7.14866,1.29866
"289",288,63.28,20.95,-5.85,-7.01003000000001,1.16003000000001
"290",289,63.45,20.95,-5.85,-7.0083,1.1583
"291",290,63.56,20.95,-5.85,-7.08871,1.23871
"292",291,63.91,20.95,-5.85,-6.84056,0.990560000000004
"293",292,63.98,20.95,-5.85,-6.97573000000001,1.12573000000001
"294",293,64.21,20.95,-5.85,-6.89186000000002,1.04186000000002
"295",294,64.38,20.95,-5.86,-6.89013000000001,1.03013000000001
"296",295,64.43,20.95,-5.86,-7.05268,1.19268
"297",296,64.73,20.95,-5.86,-6.87298,1.01298000000001
"298",297,64.78,20.95,-5.86,-7.03553,1.17553
"299",298,64.98,20.95,-5.85,-6.99273,1.14273
"300",299,65.17,20.95,-5.85,-6.96362,1.11362
"301",300,65.14,20.95,-5.86,-7.23569,1.37569
"302",301,65.45,20.95,-5.86,-7.0423,1.1823
"303",302,65.55,20.95,-5.86,-7.1364,1.2764
"304",303,65.69,20.95,-5.86,-7.17574000000001,1.31574000000001
"305",304,65.95,20.95,-5.86,-7.0508,1.1908
"306",305,66.01,20.95,-5.87,-7.19965999999999,1.32965999999999
"307",306,66.29,20.95,-5.87,-7.04734,1.17734
"308",307,66.38,20.95,-5.87,-7.15513000000001,1.28513000000001
"309",308,66.47,20.95,-5.87,-7.26292000000002,1.39292000000002
"310",309,66.77,20.95,-5.88,-7.08322,1.20322
"311",310,66.78,20.95,-5.88,-7.30053,1.42053
"312",311,67.04,20.95,-5.88,-7.17558999999999,1.29558999999999
"313",312,67.13,20.95,-5.88,-7.28338000000002,1.40338000000002
"314",313,67.19,20.95,-5.88,-7.43224,1.55224
"315",314,67.5,20.95,-5.88,-7.23885000000001,1.35885000000001
"316",315,67.57,20.95,-5.89,-7.37402000000001,1.48402000000001
"317",316,67.84,20.95,-5.89,-7.23539,1.34539
"318",317,68.12,20.95,-5.9,-7.08307,1.18307
"319",318,68.23,20.95,-5.9,-7.16347999999999,1.26347999999999
"320",319,68.57,20.95,-5.9,-6.92902000000002,1.02902000000002
"321",320,68.63,20.95,-5.91,-7.07788000000001,1.16788000000001
"322",321,68.82,20.95,-5.91,-7.04877000000003,1.13877000000003
"323",322,69.09,20.95,-5.91,-6.91014,1.00014000000001
"324",323,69.14,20.95,-5.91,-7.07269,1.16269
"325",324,69.5,20.95,-5.92,-6.81085000000001,0.890850000000009
"326",325,69.58,20.95,-5.92,-6.93233,1.01233
"327",326,69.69,20.95,-5.93,-7.01274,1.08274
"328",327,69.94,20.95,-5.94,-6.90149,0.961490000000002
"329",328,69.98,20.95,-5.94,-7.07773,1.13773
"330",329,70.3,20.95,-5.94,-6.87065000000002,0.930650000000019
"331",330,70.39,20.95,-5.94,-6.97844,1.03844
"332",331,70.44,20.95,-5.95,-7.14099,1.19098999999999
"333",332,70.68,20.95,-5.95,-7.04342999999999,1.09342999999999
"334",333,70.71,20.95,-5.96,-7.23336000000001,1.27336000000001
"335",334,70.97,20.95,-5.96,-7.10842000000002,1.14842000000002
"336",335,71.12,20.95,-5.97,-7.13407,1.16407
"337",336,71.21,20.95,-5.98,-7.24186000000001,1.26186000000001
"338",337,71.51,20.95,-5.98,-7.06216,1.08216
"339",338,71.55,20.95,-5.98,-7.23840000000001,1.25840000000001
"340",339,71.75,20.95,-5.99,-7.19559999999999,1.20559999999999
"341",340,71.95,20.95,-6,-7.15280000000001,1.15280000000001
"342",341,72.01,20.95,-6,-7.30165999999999,1.30165999999999
"343",342,72.31,20.95,-6.01,-7.12196000000001,1.11196000000001
"344",343,72.33,20.95,-6.02,-7.32558000000001,1.30558000000001
"345",344,72.44,20.94,-6.03,-7.37786,1.34786000000001
"346",345,72.64,20.94,-6.04,-7.33506000000002,1.29506000000002
"347",346,72.68,20.94,-6.04,-7.5113,1.4713
"348",347,73.04,20.94,-6.05,-7.24946000000001,1.19946000000001
"349",348,73.21,20.94,-6.06,-7.24773000000003,1.18773000000003
"350",349,73.44,20.94,-6.08,-7.16386000000001,1.08386000000001
"351",350,73.75,20.94,-6.09,-6.97047000000001,0.880470000000013
"352",351,73.76,20.95,-6.1,-7.21591,1.11591
"353",352,74.06,20.95,-6.11,-7.03620999999999,0.92620999999999
"354",353,74.22,20.95,-6.13,-7.04817000000001,0.918170000000006
"355",354,74.32,20.95,-6.14,-7.14227,1.00227
"356",355,74.63,20.95,-6.15,-6.94888000000001,0.798880000000009
"357",356,74.7,20.95,-6.17,-7.08405,0.914049999999998
"358",357,74.93,20.95,-6.18,-7.00017999999999,0.820179999999993
"359",358,75.05,20.94,-6.2,-7.03877000000002,0.838770000000021
"360",359,75.14,20.94,-6.21,-7.14656000000002,0.936560000000015
"361",360,75.46,20.94,-6.23,-6.93948000000002,0.709480000000024
"362",361,75.51,20.94,-6.25,-7.10203000000001,0.852030000000006
"363",362,75.66,20.94,-6.26,-7.12768000000002,0.86768000000002
"364",363,75.82,20.94,-6.28,-7.13964000000002,0.859640000000021
"365",364,75.85,20.94,-6.3,-7.32957000000003,1.02957000000003
"366",365,76.19,20.94,-6.31,-7.09511000000001,0.785110000000013
"367",366,76.25,20.94,-6.33,-7.24397000000001,0.913970000000011
"368",367,76.43,20.95,-6.35,-7.25668,0.906679999999996
"369",368,76.65,20.95,-6.37,-7.1865,0.816500000000002
"370",369,76.66,20.95,-6.39,-7.40381000000001,1.01381000000001
"371",370,76.96,20.95,-6.41,-7.22411,0.814110000000003
"372",371,77.06,20.95,-6.43,-7.31821,0.888210000000001
"373",372,77.19,20.95,-6.44,-7.37124000000001,0.931240000000007
"374",373,77.48,20.95,-6.46,-7.20523000000001,0.745230000000007
"375",374,77.49,20.95,-6.48,-7.42254000000002,0.942540000000019
"376",375,77.74,20.95,-6.5,-7.31129000000001,0.811290000000007
"377",376,77.82,20.95,-6.52,-7.43277000000001,0.912770000000013
"378",377,77.89,20.95,-6.54,-7.56794,1.02794
"379",378,78.19,20.95,-6.56,-7.38824,0.828240000000004
"380",379,78.32,20.95,-6.57,-7.44127000000001,0.87127000000001
"381",380,78.64,20.95,-6.59,-7.23419,0.644190000000005
"382",381,78.87,20.94,-6.61,-7.12219000000001,0.51219000000001
"383",382,78.96,20.94,-6.63,-7.22998000000002,0.599980000000019
"384",383,79.28,20.94,-6.65,-7.0229,0.3729
"385",384,79.35,20.94,-6.66,-7.15807000000003,0.49807000000003
"386",385,79.56,20.94,-6.68,-7.10158,0.421580000000006
"387",386,79.8,20.94,-6.7,-7.00402000000002,0.304020000000018
"388",387,79.86,20.94,-6.72,-7.15288000000002,0.432880000000018
"389",388,80.21,20.94,-6.73,-6.90473000000002,0.174730000000022
"390",389,80.24,20.94,-6.75,-7.09466000000003,0.344660000000026
"391",390,80.38,20.94,-6.77,-7.13400000000002,0.364000000000022
"392",391,80.62,20.94,-6.79,-7.03644000000001,0.246440000000006
"393",392,80.67,20.94,-6.81,-7.19899000000002,0.388990000000017
"394",393,80.93,20.94,-6.82,-7.07405000000001,0.254050000000007
"395",394,80.97,20.94,-6.84,-7.25029000000003,0.410290000000028
"396",395,81.07,20.94,-6.85,-7.34439000000003,0.494390000000026
"397",396,81.35,20.94,-6.87,-7.19207000000002,0.322070000000022
"398",397,81.41,20.94,-6.88,-7.34093000000002,0.460930000000022
"399",398,81.71,20.94,-6.9,-7.16123000000002,0.261230000000024
"400",399,81.81,20.94,-6.91,-7.25533000000002,0.345330000000022
"401",400,81.9,20.94,-6.92,-7.36312,0.443120000000002
"402",401,82.18,20.94,-6.94,-7.2108,0.270799999999999
"403",402,82.18,20.94,-6.95,-7.44180000000001,0.491800000000008
"404",403,82.42,20.94,-6.96,-7.34424000000001,0.384240000000006
"405",404,82.6,20.94,-6.97,-7.32882000000001,0.358820000000015
"406",405,82.66,20.94,-6.98,-7.47768000000003,0.497680000000027
"407",406,82.94,20.94,-6.99,-7.32536000000001,0.33536000000001
"408",407,82.97,20.94,-7,-7.51529000000001,0.515290000000014
"409",408,83.14,20.94,-7.01,-7.51356000000002,0.50356000000002
"410",409,83.32,20.94,-7.02,-7.49814000000001,0.478140000000014
"411",410,83.43,20.94,-7.03,-7.57855000000001,0.548550000000014
"412",411,83.84,20.94,-7.04,-7.24826000000001,0.208260000000009
"413",412,83.97,20.94,-7.05,-7.30129000000002,0.251290000000016
"414",413,84.14,20.94,-7.05,-7.29956000000002,0.249560000000021
"415",414,84.41,20.94,-7.06,-7.16093000000001,0.100930000000015
"416",415,84.46,20.94,-7.07,-7.32348000000003,0.253480000000032
"417",416,84.79,20.94,-7.08,-7.10271000000002,0.022710000000016
"418",417,84.9,20.94,-7.08,-7.18312,0.103120000000002
"419",418,85.05,20.94,-7.09,-7.20877000000002,0.118770000000016
"420",419,85.32,20.94,-7.1,-7.07014000000001,-0.0298599999999904
"421",420,85.33,20.94,-7.11,-7.28745000000004,0.177450000000035
"422",421,85.61,20.94,-7.12,-7.13513000000002,0.0151300000000179
"423",422,85.75,20.93,-7.12,-7.14634000000001,0.0263400000000091
"424",423,85.87,20.94,-7.13,-7.24119,0.111190000000003
"425",424,86.15,20.94,-7.13,-7.08887,-0.0411299999999999
"426",425,86.13,20.94,-7.14,-7.34725000000003,0.207250000000031
"427",426,86.32,20.94,-7.14,-7.31814000000003,0.178140000000028
"428",427,86.48,20.94,-7.15,-7.33010000000002,0.180100000000015
"429",428,86.55,20.94,-7.15,-7.46527000000002,0.315270000000018
"430",429,86.89,20.94,-7.16,-7.23081,0.0708100000000051
"431",430,86.95,20.94,-7.16,-7.37966999999999,0.21966999999999
"432",431,87.14,20.94,-7.17,-7.35056000000003,0.18056000000003
"433",432,87.34,20.94,-7.17,-7.30776000000002,0.137760000000016
